Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10
HYBRID,F3,0.89884352684021,119677.17314288345,5330.05126461968,2639.949124088892,0.015186865655652672,4.640470564968164e-05,2.3803946096354734e-05,2.0744264933685528e-05,2.0744264933685528e-05,2.0744264933685528e-05,1.8922600079213157e-05
HYBRID,F3,0.8610959053039551,211037.39031316416,11055.899053624285,4737.002192486032,24.680277821290527,22.854226584673068,21.214258073281965,16.659924963531434,11.570857003083992,7.860050124589831,5.226573860280024
HYBRID,F3,0.8021526336669922,279655.21278329496,91788.67788075641,86965.29867503798,86833.94242915834,4049.393797368195,3.271294096615807,2.3982587274075056,1.7546346383081788,0.019047812728209504,5.461505511989942e-05
HYBRID,F3,0.748755931854248,149524.54190102417,48753.40136666425,136.84074134198434,130.66572776636193,18.11738619331456,0.08136388310855387,0.00014218717761829204,9.586573810321977e-05,6.928923680504247e-05,6.928923680504247e-05
HYBRID,F3,0.7860040664672852,108419.3951512687,16199.022775807753,16137.460652299835,16095.796486749792,119.56268849722102,93.48139607787351,5.714301718960753,0.37880726690434796,0.131057886439571,0.0008342866405759826
HYBRID,F3,0.9336810111999512,91297.31632337907,2503.409414498522,2481.2474737499365,112.20576754523987,0.40004742959239303,0.21393647879390698,0.06979315163515715,0.009554414313484593,4.3000379574214455e-05,2.3238338064696886e-05
HYBRID,F3,0.9788131713867188,122273.82136208333,122273.82136208333,113691.24463679576,6684.845583054967,6629.41944600212,6593.312629841545,1890.174075304582,11.322090742439107,9.703720474447147,6.029024559951304
HYBRID,F3,0.8020474910736084,69922.85930748814,23739.42341633111,23677.92237363698,9598.557322389112,1994.883648833373,35.054817385054015,9.112558648540295,0.09926104969903142,0.0005078577800700655,2.815093891988588e-05
HYBRID,F3,0.9518251419067383,128091.27117848677,128091.27117848677,128091.27117848677,104331.03346507385,104331.03346507385,104331.03346507385,102023.44693914356,102023.44693914356,102023.44693914356,40017.654723939006
HYBRID,F3,0.843524694442749,160643.8478290771,160643.8478290771,32166.606273103742,9765.25205815408,6496.718698592331,3421.7235369655914,847.0556043301982,0.0326156957747399,0.000587818734475355,5.288547949685764e-05
HYBRID,F4,0.2577066421508789,85.12505053930195,2.093387982728572,2.0913503343592597,2.0888659264641096,1.8910772901811286,0.13654545040562635,0.1352415537525956,0.12914333964113303,0.01597961626396027,0.013717681721558054
HYBRID,F4,0.25151753425598145,88.21062118883516,6.756676793095142,6.754097277325431,6.523708663056225,0.7451610929381388,0.7419396248362613,0.034014385566688156,0.032475969361641134,0.014803541716555103,0.013342647351094413
HYBRID,F4,0.21006131172180176,81.9874820915307,4.121097076254539,0.6079229207329355,0.3476171166916678,0.2806771461590306,0.180913495046802,0.1523569987060432,0.12790811771187607,0.03528014991521958,0.01423468367301058
HYBRID,F4,0.2541167736053467,84.95981135378477,0.3447120958238634,0.34171259272611776,0.34047808326497286,0.3339503539495181,0.24524609305483078,0.23435422116975824,0.10983756414202715,0.057910609822458714,0.03282833203356193
HYBRID,F4,0.26758551597595215,83.21939733895894,0.8538814113332508,0.8500503198893472,0.8137484527063961,0.04777842203834163,0.045429536871681366,0.04277641716926469,0.04167509195760113,0.013390454394787601,0.0034866693850961108
HYBRID,F4,0.2157742977142334,84.1019359723684,1.4978836250715837,1.2883153666272629,1.2866827192565542,1.0743393552429452,0.5069168399530466,0.3296201213222205,0.13164669754421976,0.0756922515667095,0.03095718250399429
HYBRID,F4,0.20183753967285156,90.2098563460479,3.8190645188251464,3.8168214494153374,3.8111023997808653,3.6966417823046074,3.1772108306665205,2.254918801050692,0.6836993422444888,0.14873116717232704,0.14727647092070556
HYBRID,F4,0.3159058094024658,87.61690165845701,4.6690471046733055,2.2289510164674473,2.226857397256491,2.011502522215478,1.507546847992348,0.7322453319083335,0.017046867110567243,0.01141747652661094,0.008797574369507564
HYBRID,F4,0.21325254440307617,89.64099471256763,4.80686870420967,4.804551366048977,0.1828012268162178,0.1810025782248224,0.17777998333988668,0.1757816426898864,0.1684979338034211,0.05538015573951935,0.013707566638113573
HYBRID,F4,0.20434331893920898,89.40818888706227,1.0750563443556753,1.0714264095296537,0.026222008951964675,0.023769439160197917,0.021759600838220726,0.018953868924180377,0.017458617364933614,0.01070906890510452,0.0018773892269030583
