Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10
HYBRID,F3,0.8969776630401611,93081.04061023798,85611.02447097006,960.3214968334856,946.5986697895374,932.0759890858518,910.4198890223148,452.1324881550128,25.132156883404377,1.3643450719146042,0.4067949368404173
HYBRID,F3,0.8501358032226562,160121.31411412405,113037.60261957604,36185.51672969569,184.30382803214675,179.18077410720616,174.24372812608942,42.697036837663845,0.09396700924225464,0.023662371302552044,3.505947918826446e-05
HYBRID,F3,0.8625259399414062,176734.2912775016,7193.778709488219,7162.799832486959,7121.865937036888,114.12668267738356,8.680876298084396,0.9436927344660612,0.003525295041892801,7.713680869352683e-05,6.041080893884213e-05
HYBRID,F3,0.8329815864562988,74235.71950965261,74235.71950965261,74235.71950965261,30088.55167780523,30088.55167780523,30088.55167780523,30088.55167780523,30088.55167780523,29680.00184990786,28079.86674012008
HYBRID,F3,0.8652629852294922,146336.04329401418,126224.03589099101,29416.59625104234,53.2670713515259,2.7925011695711843,0.23499973419638553,0.09025102174504354,0.0053651104201570465,0.0001339987305276309,8.679910167738295e-05
HYBRID,F3,1.03596830368042,199812.04036880948,86106.43932918056,27935.85121631731,238.53501797417582,2.0677643631854563,1.3684457132573455,0.8921283337182779,0.13120390778189173,0.0004965269452661491,0.00010491303914102841
HYBRID,F3,0.8723254203796387,129287.26554631631,822.4607779038857,809.6276317552662,799.8299844702557,743.3685873474908,393.0425191938648,146.3685330455286,0.000148216597877581,4.570581959208604e-05,4.544749442805388e-05
HYBRID,F3,0.9300541877746582,96065.2143598883,5122.026227109643,5094.186918605808,5072.113645888724,1313.2043688373271,8.560820147228018,0.3548938548237032,0.0011627569348770558,0.0001404968379023756,6.471744922133051e-05
HYBRID,F3,0.9036083221435547,69873.72712398405,69873.72712398405,63247.64954956383,2290.3583235944075,583.3186648993039,74.59137649677007,5.844154171055228,1.4770358684407767,0.6509886281447034,0.01743253499714962
HYBRID,F3,0.8429157733917236,158275.36779924258,775.2323607875672,768.3431050203254,747.7689906120237,715.4099318301187,73.95079470898538,1.5636812996920397,1.0746492727080976,0.7190016569762754,0.049356911294665386
HYBRID,F4,0.19474005699157715,92.61875893137328,2.2213579400317265,1.9704178230111975,1.075682697153916,1.021152767167278,0.08019795467092028,0.0791715954108394,0.020298008061059247,0.0034574017448902247,0.0018390679553225045
HYBRID,F4,0.209395170211792,90.92016524157293,0.5201128705331474,0.518403273440971,0.5163174955014208,0.5150647754608823,0.5124361035753501,0.5069361003108791,0.5053308818234247,0.428802729919642,0.020599984967505397
HYBRID,F4,0.2152233123779297,87.4876959590157,0.3576777133275435,0.2036138520310634,0.20119460239828013,0.19876795241395392,0.19638697219416304,0.18950462963769732,0.1355607533451959,0.06667730841361573,0.016791311679079587
HYBRID,F4,0.21065735816955566,90.18355964403145,1.2536715311198428,1.2510294351996631,1.2494157591469444,1.2307819984679202,1.040019208244582,0.7042668072089512,0.27783262596831226,0.06667417128628822,0.0028269885048617183
HYBRID,F4,0.2277545928955078,91.9093442342549,4.225959481420121,4.224397335633706,4.152803294807655,0.10184579071999267,0.09984177767395586,0.0973323426730062,0.09593210155141975,0.0941251107898305,0.0867903970776014
HYBRID,F4,0.36795926094055176,85.32660815649606,0.35644795477355995,0.35234436586063156,0.34985879319898,0.3478105979559386,0.34409399929751155,0.3409984237989751,0.3205206629780271,0.14122161381480342,0.13691678533704166
HYBRID,F4,0.3005845546722412,85.66014989080126,0.7878962080868163,0.7864234405794053,0.6273727260021869,0.5633654770824079,0.37253624610532016,0.35543058047213044,0.3304957125334633,0.017587535543520154,0.015457080117831208
HYBRID,F4,0.30380988121032715,75.17396605581038,1.1079134818219385,1.1063589975379957,0.49265634648414225,0.4866467735172802,0.0754933587864356,0.0689128063949177,0.05839484094723483,0.04570994503198671,0.021978473669948668
HYBRID,F4,0.20966267585754395,90.0902979176046,0.787493144986028,0.7856345259217371,0.7836019166880014,0.7414134402893711,0.033288782553028515,0.019881970591644132,0.016216083897915866,0.005814435621887187,0.0015200972021009597
HYBRID,F4,0.29329395294189453,89.33645952956792,10.267726859698477,9.789391742037088,0.15452262736505748,0.15253961977541966,0.1511059838552666,0.14969138628280734,0.1471510455222619,0.12287542013244378,0.014601497535506776
